Name,NameWithOwner,Url,UpdateAt,Num_of_Releases
robocar,bashbaugh/robocar,https://github.com/bashbaugh/robocar,2023-03-07T15:11:17Z,0
autonomous-car-project,selimsahindev/autonomous-car-project,https://github.com/selimsahindev/autonomous-car-project,2022-08-23T19:35:23Z,0
self-driving-car-mimic,Kunal-Kumar-Sahoo/self-driving-car-mimic,https://github.com/Kunal-Kumar-Sahoo/self-driving-car-mimic,2022-06-06T05:56:16Z,0
AutoLaneAssist,AdheenAjay/AutoLaneAssist,https://github.com/AdheenAjay/AutoLaneAssist,2021-09-30T20:53:52Z,0
State-Estimation-and-Localization-for-Self-Driving-Cars,ArthurChenCoding/State-Estimation-and-Localization-for-Self-Driving-Cars,https://github.com/ArthurChenCoding/State-Estimation-and-Localization-for-Self-Driving-Cars,2022-09-15T10:21:19Z,0
carla_aebs,ethanmclark1/carla_aebs,https://github.com/ethanmclark1/carla_aebs,2023-03-15T22:40:50Z,0
AutoMobility,ftatp/AutoMobility,https://github.com/ftatp/AutoMobility,2022-10-09T03:45:03Z,0
sonic-the-self-driving-car,jakhax/sonic-the-self-driving-car,https://github.com/jakhax/sonic-the-self-driving-car,2021-06-27T03:50:48Z,0
car-autopilot,Defaultin/car-autopilot,https://github.com/Defaultin/car-autopilot,2022-12-17T19:13:40Z,0
STU-NET-Stupid-Neural-Net,rajatkb/STU-NET-Stupid-Neural-Net,https://github.com/rajatkb/STU-NET-Stupid-Neural-Net,2019-10-03T17:21:31Z,0
CarND-Vehicle-Detection,gdangelo/CarND-Vehicle-Detection,https://github.com/gdangelo/CarND-Vehicle-Detection,2022-05-08T02:39:20Z,0
CarND-Vehicle-Detection,Mornor/CarND-Vehicle-Detection,https://github.com/Mornor/CarND-Vehicle-Detection,2021-09-27T01:03:34Z,0
OpenCV_practice,kwangrok92/OpenCV_practice,https://github.com/kwangrok92/OpenCV_practice,2021-12-19T07:42:08Z,0
Autonomous-Vehicle,st186/Autonomous-Vehicle,https://github.com/st186/Autonomous-Vehicle,2021-09-03T12:51:51Z,0
penny-pi,acuaroo/penny-pi,https://github.com/acuaroo/penny-pi,2023-02-11T08:30:50Z,0
nxa,hchen98/nxa,https://github.com/hchen98/nxa,2022-01-11T14:54:53Z,0
lanes-detection-adas,afondiel/lanes-detection-adas,https://github.com/afondiel/lanes-detection-adas,2023-03-09T18:48:09Z,0
Real-Self-Driving-Car,unstoppables/Real-Self-Driving-Car,https://github.com/unstoppables/Real-Self-Driving-Car,2018-03-09T09:01:24Z,0
Self-Driving-Car,vishvas-2000/Self-Driving-Car,https://github.com/vishvas-2000/Self-Driving-Car,2022-12-27T08:42:02Z,0
SASelfDrivingCar,appinho/SASelfDrivingCar,https://github.com/appinho/SASelfDrivingCar,2022-05-05T14:04:57Z,0
neat-cars,marcpinet/neat-cars,https://github.com/marcpinet/neat-cars,2023-03-06T19:56:26Z,0
self-drive-car,aurangzaib/self-drive-car,https://github.com/aurangzaib/self-drive-car,2020-05-24T15:07:43Z,0
fsd-events,FSDeval/fsd-events,https://github.com/FSDeval/fsd-events,2022-09-08T10:12:47Z,0
semantic-segmentation,ser94mor/semantic-segmentation,https://github.com/ser94mor/semantic-segmentation,2022-03-30T02:06:29Z,0
AWS_Self_Driving-Car-AWS_DeepRace_2019,ShrishtiHore/AWS_Self_Driving-Car-AWS_DeepRace_2019,https://github.com/ShrishtiHore/AWS_Self_Driving-Car-AWS_DeepRace_2019,2022-02-07T20:48:23Z,0
DRL,ValentinaZangirolami/DRL,https://github.com/ValentinaZangirolami/DRL,2023-03-07T08:56:42Z,0
carla-rl,nisheeth-golakiya/carla-rl,https://github.com/nisheeth-golakiya/carla-rl,2022-10-08T08:36:16Z,0
Self-Driving-Car,flightstar/Self-Driving-Car,https://github.com/flightstar/Self-Driving-Car,2021-12-21T18:45:33Z,0
OBDII-ROS-driver,deepdrivepl/OBDII-ROS-driver,https://github.com/deepdrivepl/OBDII-ROS-driver,2021-12-26T22:20:11Z,0
Modular-Approach-Self-Driving-Car,abdulrahman-hassanin/Modular-Approach-Self-Driving-Car,https://github.com/abdulrahman-hassanin/Modular-Approach-Self-Driving-Car,2023-01-19T15:55:22Z,0
track-driver-ai,rushil-ambati/track-driver-ai,https://github.com/rushil-ambati/track-driver-ai,2022-11-22T21:26:29Z,0
TorchDrive,OrcunCanDeniz/TorchDrive,https://github.com/OrcunCanDeniz/TorchDrive,2023-02-25T03:36:28Z,0
AutonomousRcCar,maximecharriere/AutonomousRcCar,https://github.com/maximecharriere/AutonomousRcCar,2022-01-18T09:04:21Z,0
Self_Driving_Car,agaraman0/Self_Driving_Car,https://github.com/agaraman0/Self_Driving_Car,2019-09-01T14:03:02Z,0
Virtual_Self-Driving_Car,danishkhanbx/Virtual_Self-Driving_Car,https://github.com/danishkhanbx/Virtual_Self-Driving_Car,2022-07-18T10:23:10Z,0
Self_driving_Cars,lakchchayam/Self_driving_Cars,https://github.com/lakchchayam/Self_driving_Cars,2021-09-15T08:16:26Z,0
CarND-Behavioral-Cloning-Project-3,madhurjain/CarND-Behavioral-Cloning-Project-3,https://github.com/madhurjain/CarND-Behavioral-Cloning-Project-3,2018-10-05T06:05:32Z,0
RollE,benedictquartey/RollE,https://github.com/benedictquartey/RollE,2022-10-28T22:36:27Z,0
Behavioral-Cloning,donghankim/Behavioral-Cloning,https://github.com/donghankim/Behavioral-Cloning,2021-10-15T09:34:22Z,0
apm_rover_autonomous_car,hafiz-kamilin/apm_rover_autonomous_car,https://github.com/hafiz-kamilin/apm_rover_autonomous_car,2023-01-28T16:53:22Z,0
SDC_Term3_Final_CarND-Capstone-TrainMergeVersion,studian/SDC_Term3_Final_CarND-Capstone-TrainMergeVersion,https://github.com/studian/SDC_Term3_Final_CarND-Capstone-TrainMergeVersion,2018-02-01T03:11:17Z,0
Driver-Behavioral-Cloning-Project,NikolasEnt/Driver-Behavioral-Cloning-Project,https://github.com/NikolasEnt/Driver-Behavioral-Cloning-Project,2020-05-12T20:40:21Z,0
opendrive-beamng,davidp-ro/opendrive-beamng,https://github.com/davidp-ro/opendrive-beamng,2022-12-20T00:03:10Z,0
CarND-VehicleDetectionTracking,ashishraste/CarND-VehicleDetectionTracking,https://github.com/ashishraste/CarND-VehicleDetectionTracking,2023-01-26T14:09:46Z,0
Caffe-PilotNet,yidiwang21/Caffe-PilotNet,https://github.com/yidiwang21/Caffe-PilotNet,2019-11-07T07:26:41Z,0
Lane_Detection_for_Autonomous_Vehicle,SatyamSoni23/Lane_Detection_for_Autonomous_Vehicle,https://github.com/SatyamSoni23/Lane_Detection_for_Autonomous_Vehicle,2021-02-08T18:54:14Z,0
Autonomous_Vehicle,Nazanin1369/Autonomous_Vehicle,https://github.com/Nazanin1369/Autonomous_Vehicle,2021-03-27T15:47:15Z,0
Lane-Line-Detection-using-Canny-Edge-Detection,mbshbn/Lane-Line-Detection-using-Canny-Edge-Detection,https://github.com/mbshbn/Lane-Line-Detection-using-Canny-Edge-Detection,2022-12-05T06:01:29Z,0
MADRQN,ValentinaZangirolami/MADRQN,https://github.com/ValentinaZangirolami/MADRQN,2023-01-29T20:57:43Z,0
udacity-term-3-quizzes-et-cetera,ColinShaw/udacity-term-3-quizzes-et-cetera,https://github.com/ColinShaw/udacity-term-3-quizzes-et-cetera,2022-01-08T03:49:52Z,0
auto,iitzco/auto,https://github.com/iitzco/auto,2022-06-26T09:48:29Z,0
swiftly,anshumandubey/swiftly,https://github.com/anshumandubey/swiftly,2020-09-15T02:47:33Z,0
self-driving-piCar,salimandre/self-driving-piCar,https://github.com/salimandre/self-driving-piCar,2022-04-10T17:27:07Z,0
virtual-self-driving-car,apchavan/virtual-self-driving-car,https://github.com/apchavan/virtual-self-driving-car,2020-12-07T16:20:06Z,0
udacity-self-driving-car-term1-p5,sharecj/udacity-self-driving-car-term1-p5,https://github.com/sharecj/udacity-self-driving-car-term1-p5,2023-01-23T11:10:40Z,0
data-generator-notTrashCar,hit-haui/data-generator-notTrashCar,https://github.com/hit-haui/data-generator-notTrashCar,2019-11-03T15:38:50Z,2
Self-Driving-Cars_Machine-Learning,ignacevau/Self-Driving-Cars_Machine-Learning,https://github.com/ignacevau/Self-Driving-Cars_Machine-Learning,2022-03-08T12:33:02Z,0
behavioural_cloning,avinashhsinghh/behavioural_cloning,https://github.com/avinashhsinghh/behavioural_cloning,2020-07-24T13:17:44Z,0
Self-driving-car-using-reinforcement-learning,manas234das/Self-driving-car-using-reinforcement-learning,https://github.com/manas234das/Self-driving-car-using-reinforcement-learning,2022-03-28T14:49:57Z,0
senior-project-2-autonomous-car,Syun1208/senior-project-2-autonomous-car,https://github.com/Syun1208/senior-project-2-autonomous-car,2023-02-01T10:27:06Z,0
AutoCar,kvmanohar22/AutoCar,https://github.com/kvmanohar22/AutoCar,2019-06-18T09:21:20Z,0
fuzzy-car-accident-risk-predictor,arash-mehrzadi/fuzzy-car-accident-risk-predictor,https://github.com/arash-mehrzadi/fuzzy-car-accident-risk-predictor,2023-01-06T20:09:01Z,0
Carla-Trajectory-Tracking-Project,ActuallySam/Carla-Trajectory-Tracking-Project,https://github.com/ActuallySam/Carla-Trajectory-Tracking-Project,2023-03-10T12:44:53Z,0
drive,shawpan/drive,https://github.com/shawpan/drive,2019-09-12T22:59:40Z,0
Advanced-Lane-Lines-Detection-for-Self-Driving-Car,XiangKe1015/Advanced-Lane-Lines-Detection-for-Self-Driving-Car,https://github.com/XiangKe1015/Advanced-Lane-Lines-Detection-for-Self-Driving-Car,2018-07-25T14:03:17Z,0
Voiture-Autonome-Virtuelle-VAV--App-Deep-Q-Learning,abdouboutiti/Voiture-Autonome-Virtuelle-VAV--App-Deep-Q-Learning,https://github.com/abdouboutiti/Voiture-Autonome-Virtuelle-VAV--App-Deep-Q-Learning,2021-08-04T11:49:48Z,0
BKAR,BKAR-Jetson-Self-driving-vehicle/BKAR,https://github.com/BKAR-Jetson-Self-driving-vehicle/BKAR,2022-04-03T09:29:53Z,0
CarND_T3_P2_Semantic_Segmentation,antevis/CarND_T3_P2_Semantic_Segmentation,https://github.com/antevis/CarND_T3_P2_Semantic_Segmentation,2019-08-27T01:33:04Z,0
CarND_vehicle_Detection,shengchen-liu/CarND_vehicle_Detection,https://github.com/shengchen-liu/CarND_vehicle_Detection,2019-04-07T08:07:42Z,0
ADAS_lane_detection_camcalib,rakeshacharya-d/ADAS_lane_detection_camcalib,https://github.com/rakeshacharya-d/ADAS_lane_detection_camcalib,2022-06-13T16:53:17Z,0
package-delivery-rover,kuriocity/package-delivery-rover,https://github.com/kuriocity/package-delivery-rover,2023-02-08T03:32:41Z,0
Self-driving-car-using-Reinforcement-Learning-for-Computer-Vision,buenohernandez/Self-driving-car-using-Reinforcement-Learning-for-Computer-Vision,https://github.com/buenohernandez/Self-driving-car-using-Reinforcement-Learning-for-Computer-Vision,2021-01-15T07:14:43Z,0
ProjectAI,SadraShameli/ProjectAI,https://github.com/SadraShameli/ProjectAI,2022-12-22T07:54:05Z,0
vehicle-driving-behavior-cloning,yubrshen/vehicle-driving-behavior-cloning,https://github.com/yubrshen/vehicle-driving-behavior-cloning,2018-11-06T15:03:09Z,0
Self-Driving-Car-AI,MartinGurasvili/Self-Driving-Car-AI,https://github.com/MartinGurasvili/Self-Driving-Car-AI,2022-10-21T23:09:04Z,2
Donkey-Car-autonomous-vehicle-projects,AndreSlavescu/Donkey-Car-autonomous-vehicle-projects,https://github.com/AndreSlavescu/Donkey-Car-autonomous-vehicle-projects,2022-08-02T02:39:42Z,0
Autonomous-Driving-Car-simulation-using-Pytorch,shreyaspj20/Autonomous-Driving-Car-simulation-using-Pytorch,https://github.com/shreyaspj20/Autonomous-Driving-Car-simulation-using-Pytorch,2021-09-22T14:22:44Z,0
Self_Driving_Car_CNN,AeroZealous4/Self_Driving_Car_CNN,https://github.com/AeroZealous4/Self_Driving_Car_CNN,2020-08-26T12:11:24Z,0
Self-Driving-Car,VPanjeta/Self-Driving-Car,https://github.com/VPanjeta/Self-Driving-Car,2017-09-12T12:53:28Z,0
Car-Behavioral-Cloning,hparik11/Car-Behavioral-Cloning,https://github.com/hparik11/Car-Behavioral-Cloning,2021-04-24T20:13:33Z,0
Self-Driving-Car-Simulator,Nagaraj-U/Self-Driving-Car-Simulator,https://github.com/Nagaraj-U/Self-Driving-Car-Simulator,2021-12-12T17:04:17Z,0
Behavioral-Cloning,cdemutiis/Behavioral-Cloning,https://github.com/cdemutiis/Behavioral-Cloning,2018-02-13T19:13:57Z,0
Computer-Vision-System,JesterI3D/Computer-Vision-System,https://github.com/JesterI3D/Computer-Vision-System,2022-02-28T16:32:45Z,0
SelfDrivingCar,mankadronit/SelfDrivingCar,https://github.com/mankadronit/SelfDrivingCar,2020-02-02T06:33:59Z,0
Pronet-Self-Driving-Car,PronetAI/Pronet-Self-Driving-Car,https://github.com/PronetAI/Pronet-Self-Driving-Car,2022-05-03T03:18:32Z,0
steering_control_using_cnn,abhijitmahalle/steering_control_using_cnn,https://github.com/abhijitmahalle/steering_control_using_cnn,2023-02-26T19:06:46Z,0
Behavioral-Cloning-Project,ahmed-hassan97/Behavioral-Cloning-Project,https://github.com/ahmed-hassan97/Behavioral-Cloning-Project,2020-06-12T21:58:44Z,0
Steering-Prediction-CNN,anasbadawy/Steering-Prediction-CNN,https://github.com/anasbadawy/Steering-Prediction-CNN,2022-12-25T05:39:32Z,0
san-self_driving,PrAsAnNaRePo/san-self_driving,https://github.com/PrAsAnNaRePo/san-self_driving,2022-03-06T08:08:37Z,0
Self-Driving-Car,Satyam4229/Self-Driving-Car,https://github.com/Satyam4229/Self-Driving-Car,2023-02-05T07:41:41Z,0
self-driving-car-simulation,maelh/self-driving-car-simulation,https://github.com/maelh/self-driving-car-simulation,2022-06-11T14:20:48Z,0
self-driving-car,NKTP-718/self-driving-car,https://github.com/NKTP-718/self-driving-car,2023-03-09T17:13:14Z,0
AI_Self_driving_car_using_CNN_-,mayanksinghrathore/AI_Self_driving_car_using_CNN_-,https://github.com/mayanksinghrathore/AI_Self_driving_car_using_CNN_-,2021-06-02T17:24:38Z,0
SelfDrivingCarND-BehavioralCloning,ken-power/SelfDrivingCarND-BehavioralCloning,https://github.com/ken-power/SelfDrivingCarND-BehavioralCloning,2022-06-02T01:32:45Z,0
CarND-Behavior-Cloning,Charingchen/CarND-Behavior-Cloning,https://github.com/Charingchen/CarND-Behavior-Cloning,2021-11-19T23:55:07Z,0
SelfDrivingCar,Tomaslapes/SelfDrivingCar,https://github.com/Tomaslapes/SelfDrivingCar,2021-09-26T19:31:52Z,0
ADAS_GTAV,SahilChachra/ADAS_GTAV,https://github.com/SahilChachra/ADAS_GTAV,2022-03-27T13:16:35Z,0
CarND-Capstone,wlsmith42/CarND-Capstone,https://github.com/wlsmith42/CarND-Capstone,2020-11-10T06:07:27Z,0
Deep-Learning-Driving-Behavioral-Cloning,Veilkrand/Deep-Learning-Driving-Behavioral-Cloning,https://github.com/Veilkrand/Deep-Learning-Driving-Behavioral-Cloning,2021-02-18T03:37:06Z,0
CarND-Vehicle-Detection,manavkataria/CarND-Vehicle-Detection,https://github.com/manavkataria/CarND-Vehicle-Detection,2019-12-17T06:10:59Z,0
sdcnd-p4-behavioral-cloning,frgfm/sdcnd-p4-behavioral-cloning,https://github.com/frgfm/sdcnd-p4-behavioral-cloning,2022-12-25T05:35:58Z,1
LooRider,farazkh80/LooRider,https://github.com/farazkh80/LooRider,2021-09-24T04:16:00Z,0
SteeringWheelAnglePredictor,MalayAgr/SteeringWheelAnglePredictor,https://github.com/MalayAgr/SteeringWheelAnglePredictor,2022-10-08T15:07:12Z,0
CarND-Behavioral-Cloning-P3,kinshuk4/CarND-Behavioral-Cloning-P3,https://github.com/kinshuk4/CarND-Behavioral-Cloning-P3,2021-01-05T09:38:13Z,0
P3-Behavioral_Cloning_Project,AndrewGls/P3-Behavioral_Cloning_Project,https://github.com/AndrewGls/P3-Behavioral_Cloning_Project,2017-04-26T10:26:37Z,0
CarND-AdvancedLaneDetection,ashishraste/CarND-AdvancedLaneDetection,https://github.com/ashishraste/CarND-AdvancedLaneDetection,2022-05-07T07:23:41Z,0
archived-kitti-dataset-road-segmentation,yuan-alex/archived-kitti-dataset-road-segmentation,https://github.com/yuan-alex/archived-kitti-dataset-road-segmentation,2020-03-18T17:42:50Z,0
autonomous-vehicles,samarthaggarwal/autonomous-vehicles,https://github.com/samarthaggarwal/autonomous-vehicles,2022-12-23T12:34:10Z,0
Real-time-Domain-Adaptation-in-Semantic-Segmentation,MatteoM95/Real-time-Domain-Adaptation-in-Semantic-Segmentation,https://github.com/MatteoM95/Real-time-Domain-Adaptation-in-Semantic-Segmentation,2022-12-30T20:37:47Z,0
uit-car-racing-2022,Syun1208/uit-car-racing-2022,https://github.com/Syun1208/uit-car-racing-2022,2023-02-01T10:35:52Z,0
CarND-Behavioral-Cloning-P3,kinshuk4/CarND-Behavioral-Cloning-P3,https://github.com/kinshuk4/CarND-Behavioral-Cloning-P3,2021-01-05T09:38:13Z,0
P3-Behavioral_Cloning_Project,AndrewGls/P3-Behavioral_Cloning_Project,https://github.com/AndrewGls/P3-Behavioral_Cloning_Project,2017-04-26T10:26:37Z,0
CarND-AdvancedLaneDetection,ashishraste/CarND-AdvancedLaneDetection,https://github.com/ashishraste/CarND-AdvancedLaneDetection,2022-05-07T07:23:41Z,0
archived-kitti-dataset-road-segmentation,yuan-alex/archived-kitti-dataset-road-segmentation,https://github.com/yuan-alex/archived-kitti-dataset-road-segmentation,2020-03-18T17:42:50Z,0
autonomous-vehicles,samarthaggarwal/autonomous-vehicles,https://github.com/samarthaggarwal/autonomous-vehicles,2022-12-23T12:34:10Z,0
GameScaping,kushalhebbar/GameScaping,https://github.com/kushalhebbar/GameScaping,2020-06-30T02:56:30Z,0
Behavioral-Cloning,rohts-patil/Behavioral-Cloning,https://github.com/rohts-patil/Behavioral-Cloning,2019-06-27T06:25:41Z,0
tipe,ZRunner/tipe,https://github.com/ZRunner/tipe,2023-01-28T01:50:50Z,0
Self-Driving-Car,Srujan35007/Self-Driving-Car,https://github.com/Srujan35007/Self-Driving-Car,2020-08-20T08:22:01Z,0
LaneDetection,sxnnytripathi/LaneDetection,https://github.com/sxnnytripathi/LaneDetection,2022-12-07T19:34:46Z,0
CarND-Behavioral-Cloning-P3,TusharChugh/CarND-Behavioral-Cloning-P3,https://github.com/TusharChugh/CarND-Behavioral-Cloning-P3,2018-10-05T06:05:41Z,0
Neural-Network-Car,notu97/Neural-Network-Car,https://github.com/notu97/Neural-Network-Car,2017-11-16T08:44:56Z,0
Trabajo-Terminal,howlettjames/Trabajo-Terminal,https://github.com/howlettjames/Trabajo-Terminal,2021-06-15T04:41:00Z,3
Dataset-Wrapper,ezvezdov/Dataset-Wrapper,https://github.com/ezvezdov/Dataset-Wrapper,2023-03-05T13:50:36Z,0
ProjVeiculoMapeamentoAutomatico,MateusJFabricio/ProjVeiculoMapeamentoAutomatico,https://github.com/MateusJFabricio/ProjVeiculoMapeamentoAutomatico,2018-07-21T23:50:05Z,0
AI-for-Electric-cars,JEEWAN31/AI-for-Electric-cars,https://github.com/JEEWAN31/AI-for-Electric-cars,2021-10-06T12:02:52Z,0
self-driving-cars,mehrdaddjavdi/self-driving-cars,https://github.com/mehrdaddjavdi/self-driving-cars,2023-02-01T18:29:26Z,0
CarND-Capstone,Vinod-Koli/CarND-Capstone,https://github.com/Vinod-Koli/CarND-Capstone,2021-08-17T11:17:17Z,0
SDC-SemanticSegmentation,akhilesh-k/SDC-SemanticSegmentation,https://github.com/akhilesh-k/SDC-SemanticSegmentation,2019-03-14T10:54:28Z,0
VirtualSteeringWheel,Suraj520/VirtualSteeringWheel,https://github.com/Suraj520/VirtualSteeringWheel,2021-11-18T17:30:52Z,0
GymAirsimCar,AlbertoOsorio/GymAirsimCar,https://github.com/AlbertoOsorio/GymAirsimCar,2023-03-08T02:42:08Z,0
CarND-Behaviour-Cloning-Project,scheideman/CarND-Behaviour-Cloning-Project,https://github.com/scheideman/CarND-Behaviour-Cloning-Project,2017-10-28T06:07:58Z,0
CarND-Advanced-Lane-Lines,vbermudez/CarND-Advanced-Lane-Lines,https://github.com/vbermudez/CarND-Advanced-Lane-Lines,2017-08-08T08:12:27Z,0
Lane_Detection_and_Turn_Prediction,prat1kbhujbal/Lane_Detection_and_Turn_Prediction,https://github.com/prat1kbhujbal/Lane_Detection_and_Turn_Prediction,2022-09-10T22:13:22Z,0
semantic-segmentation,dmonn/semantic-segmentation,https://github.com/dmonn/semantic-segmentation,2023-01-04T03:56:01Z,0
Vehicle-Detection,hashtag32/Vehicle-Detection,https://github.com/hashtag32/Vehicle-Detection,2019-11-29T14:05:26Z,0
cv_segmentation,CV-project/cv_segmentation,https://github.com/CV-project/cv_segmentation,2019-05-04T12:58:37Z,0
racing-AI,PrAsAnNaRePo/racing-AI,https://github.com/PrAsAnNaRePo/racing-AI,2022-03-06T08:08:55Z,0
self-driving-car-vision,tylerlum/self-driving-car-vision,https://github.com/tylerlum/self-driving-car-vision,2020-09-09T21:03:55Z,0
rl-car,arorashu/rl-car,https://github.com/arorashu/rl-car,2021-08-19T23:02:47Z,0
CarND-Behavioral-Cloning,evenator/CarND-Behavioral-Cloning,https://github.com/evenator/CarND-Behavioral-Cloning,2018-02-24T16:55:33Z,0
semantic-seg-drivable-path,askmuhsin/semantic-seg-drivable-path,https://github.com/askmuhsin/semantic-seg-drivable-path,2018-09-11T21:08:08Z,0
predict-vehicle-speed-comma-ai-challenge,bhushan23/predict-vehicle-speed-comma-ai-challenge,https://github.com/bhushan23/predict-vehicle-speed-comma-ai-challenge,2019-04-29T07:07:23Z,0
self-driving-smart-car,mrkatouei/self-driving-smart-car,https://github.com/mrkatouei/self-driving-smart-car,2021-11-06T12:27:19Z,0
Self_Driving,aaronstone1699/Self_Driving,https://github.com/aaronstone1699/Self_Driving,2021-09-05T21:03:42Z,1
Self_Driving_Car_AI,zutshianand/Self_Driving_Car_AI,https://github.com/zutshianand/Self_Driving_Car_AI,2018-12-17T08:36:35Z,0
CarND-AdvancedLaneLines-P4,alex-lechner/CarND-AdvancedLaneLines-P4,https://github.com/alex-lechner/CarND-AdvancedLaneLines-P4,2019-09-27T06:57:07Z,0
CarND-Semantic-Segmentation,wolfapple/CarND-Semantic-Segmentation,https://github.com/wolfapple/CarND-Semantic-Segmentation,2022-10-28T01:15:47Z,0
integrated-map-factory,bavalia/integrated-map-factory,https://github.com/bavalia/integrated-map-factory,2019-03-15T00:17:55Z,0
sdcnd-p3-traffic-sign-classification,frgfm/sdcnd-p3-traffic-sign-classification,https://github.com/frgfm/sdcnd-p3-traffic-sign-classification,2021-07-06T00:51:28Z,1
RaspberryPi_bclw,WeeJeePee/RaspberryPi_bclw,https://github.com/WeeJeePee/RaspberryPi_bclw,2018-11-30T12:53:27Z,0
steering_angle_prediction,SiriRaavi/steering_angle_prediction,https://github.com/SiriRaavi/steering_angle_prediction,2019-03-13T14:09:51Z,0
Advance-Line-Finding,Lykhoyda/Advance-Line-Finding,https://github.com/Lykhoyda/Advance-Line-Finding,2023-03-04T05:38:27Z,0
SelfDrivingCar_Lane_Detector,jramasani/SelfDrivingCar_Lane_Detector,https://github.com/jramasani/SelfDrivingCar_Lane_Detector,2022-01-06T17:20:12Z,0
Learn_Steering,kochsebastian/Learn_Steering,https://github.com/kochsebastian/Learn_Steering,2022-12-05T07:35:49Z,0
lane-detection,abhijitmahalle/lane-detection,https://github.com/abhijitmahalle/lane-detection,2023-02-28T18:56:16Z,0
ute-car-racing-2022,Syun1208/ute-car-racing-2022,https://github.com/Syun1208/ute-car-racing-2022,2023-02-01T10:28:45Z,0
CarND-Advanced-Lane-Lines,gdangelo/CarND-Advanced-Lane-Lines,https://github.com/gdangelo/CarND-Advanced-Lane-Lines,2019-08-30T02:14:29Z,0
self-driving-robot,Ranlot/self-driving-robot,https://github.com/Ranlot/self-driving-robot,2021-05-16T19:23:29Z,0
UdacityND_Smartcab,shilpakbanerjee/UdacityND_Smartcab,https://github.com/shilpakbanerjee/UdacityND_Smartcab,2016-08-24T17:17:27Z,0
cameraCalibration,naderAsadi/cameraCalibration,https://github.com/naderAsadi/cameraCalibration,2021-11-01T08:15:45Z,0
Autonomous-Car,moiseyalaev/Autonomous-Car,https://github.com/moiseyalaev/Autonomous-Car,2021-10-12T05:24:36Z,0
Self-driving-car,bombeo659/Self-driving-car,https://github.com/bombeo659/Self-driving-car,2023-02-21T18:16:58Z,0
SDCND-Behavioral-Cloning,marcomarasca/SDCND-Behavioral-Cloning,https://github.com/marcomarasca/SDCND-Behavioral-Cloning,2021-10-02T07:29:17Z,0
Autonomous_Car_using_IP_and_Raspberry_Pi,anmolmaske/Autonomous_Car_using_IP_and_Raspberry_Pi,https://github.com/anmolmaske/Autonomous_Car_using_IP_and_Raspberry_Pi,2023-02-06T12:35:08Z,0
vehicle-control,fcaponetto/vehicle-control,https://github.com/fcaponetto/vehicle-control,2022-05-06T13:33:10Z,0
Behavioral-Cloning-Hill-Side-Track-2,prateeksawhney97/Behavioral-Cloning-Hill-Side-Track-2,https://github.com/prateeksawhney97/Behavioral-Cloning-Hill-Side-Track-2,2019-07-11T08:49:54Z,0
SELF-DRIVING-CAR,Sudhanshu1304/SELF-DRIVING-CAR,https://github.com/Sudhanshu1304/SELF-DRIVING-CAR,2022-02-09T07:08:49Z,0
python-cnn-visualization,ColinShaw/python-cnn-visualization,https://github.com/ColinShaw/python-cnn-visualization,2018-11-03T03:45:01Z,0
Self-driving-car-simulator,subhamrex/Self-driving-car-simulator,https://github.com/subhamrex/Self-driving-car-simulator,2021-05-26T20:03:41Z,0
curiosity_rc,georgeVie/curiosity_rc,https://github.com/georgeVie/curiosity_rc,2021-07-03T12:13:29Z,0
sdcnd--05_behavioral-cloning,miguelangel/sdcnd--05_behavioral-cloning,https://github.com/miguelangel/sdcnd--05_behavioral-cloning,2023-01-28T15:48:18Z,0
Self-driving-cars,Peyxw/Self-driving-cars,https://github.com/Peyxw/Self-driving-cars,2021-07-23T23:06:55Z,0
self-driving-car,Joshua-Robison/self-driving-car,https://github.com/Joshua-Robison/self-driving-car,2022-10-06T03:47:04Z,0
CarND-P3-Behavioural-Cloning,bespoke-code/CarND-P3-Behavioural-Cloning,https://github.com/bespoke-code/CarND-P3-Behavioural-Cloning,2018-12-13T16:40:48Z,0
SelfDrivingCar,SykoTheKiD/SelfDrivingCar,https://github.com/SykoTheKiD/SelfDrivingCar,2017-12-14T04:22:47Z,0
Self-Driving-car,asujaykk/Self-Driving-car,https://github.com/asujaykk/Self-Driving-car,2022-11-12T07:17:05Z,0
SD-path-finding,Jargon4072/SD-path-finding,https://github.com/Jargon4072/SD-path-finding,2018-05-06T14:48:34Z,0
CarND-Behavioral-Cloning,ValeryToda/CarND-Behavioral-Cloning,https://github.com/ValeryToda/CarND-Behavioral-Cloning,2017-07-30T19:12:36Z,0
Autonomous_car_behavioural_cloning,Anuhya101/Autonomous_car_behavioural_cloning,https://github.com/Anuhya101/Autonomous_car_behavioural_cloning,2022-03-11T07:28:16Z,0
Remote-Controlled-Smart-Rover,Sumit3301/Remote-Controlled-Smart-Rover,https://github.com/Sumit3301/Remote-Controlled-Smart-Rover,2021-12-08T09:29:47Z,0
CarND-Behavioral-Cloning,olpotkin/CarND-Behavioral-Cloning,https://github.com/olpotkin/CarND-Behavioral-Cloning,2017-04-18T20:52:46Z,0
Car_Behaviour-Cloning,Jerome-Michael/Car_Behaviour-Cloning,https://github.com/Jerome-Michael/Car_Behaviour-Cloning,2020-04-14T23:04:38Z,0
self-driving-rpi,GitBolt/self-driving-rpi,https://github.com/GitBolt/self-driving-rpi,2023-01-29T08:38:42Z,0
