Index,Name,NameWithOwner,Url,UpdateAt,Num_of_Releases
190,carla_aebs,ethanmclark1/carla_aebs,https://github.com/ethanmclark1/carla_aebs,2023-03-15T22:40:50Z,0
191,Autonomous-Vehicle-Motion-Prediction,rbenefo/Autonomous-Vehicle-Motion-Prediction,https://github.com/rbenefo/Autonomous-Vehicle-Motion-Prediction,2022-06-29T03:54:57Z,0
192,ngnet,nghiattran/ngnet,https://github.com/nghiattran/ngnet,2019-06-01T12:03:50Z,0
193,ros2_kitti,daxiongpro/ros2_kitti,https://github.com/daxiongpro/ros2_kitti,2023-02-15T08:53:57Z,1
194,Deep_reinforcement_learning_Bachelor_project,abdalla1912mohamed/Deep_reinforcement_learning_Bachelor_project,https://github.com/abdalla1912mohamed/Deep_reinforcement_learning_Bachelor_project,2022-10-16T02:58:34Z,0
195,lib-avstack-core,avstack-lab/lib-avstack-core,https://github.com/avstack-lab/lib-avstack-core,2023-02-08T20:11:25Z,0
196,dmcar-new,jaykay0408/dmcar-new,https://github.com/jaykay0408/dmcar-new,2022-04-16T18:48:43Z,0
197,aeye,kka-na/aeye,https://github.com/kka-na/aeye,2022-11-03T02:03:14Z,0
198,HEVEN_AutonomousCar_2017,HaileyYoon23/HEVEN_AutonomousCar_2017,https://github.com/HaileyYoon23/HEVEN_AutonomousCar_2017,2021-05-05T11:30:25Z,0
199,RL_Integrated-Updraft-Exploitation,ifrunistuttgart/RL_Integrated-Updraft-Exploitation,https://github.com/ifrunistuttgart/RL_Integrated-Updraft-Exploitation,2022-10-13T18:55:35Z,0
200,SDcarsLaneDetection,Nazanin1369/SDcarsLaneDetection,https://github.com/Nazanin1369/SDcarsLaneDetection,2018-07-25T17:58:17Z,0
201,autonomous-networking,andrea-gasparini/autonomous-networking,https://github.com/andrea-gasparini/autonomous-networking,2022-12-16T09:09:24Z,0
202,dronepilot,ntakouris/dronepilot,https://github.com/ntakouris/dronepilot,2022-11-23T15:25:23Z,0
203,Behavioral-Cloning,suprateembanerjee/Behavioral-Cloning,https://github.com/suprateembanerjee/Behavioral-Cloning,2022-12-03T23:55:06Z,0
204,fatqat,suleyman-kaya/fatqat,https://github.com/suleyman-kaya/fatqat,2023-02-01T09:41:01Z,0
205,Autonomous-Driving-System,Team-Recursion-04/Autonomous-Driving-System,https://github.com/Team-Recursion-04/Autonomous-Driving-System,2023-03-07T06:25:52Z,0
206,AutonomousRcCar,maximecharriere/AutonomousRcCar,https://github.com/maximecharriere/AutonomousRcCar,2022-01-18T09:04:21Z,0
207,herocars,herolab-uga/herocars,https://github.com/herolab-uga/herocars,2023-02-26T02:09:50Z,0
208,hazard-labelling,helmifraser/hazard-labelling,https://github.com/helmifraser/hazard-labelling,2021-05-14T19:43:52Z,0
209,Autonomous-Vehicle,st186/Autonomous-Vehicle,https://github.com/st186/Autonomous-Vehicle,2021-09-03T12:51:51Z,0
210,Equus,UndeadZed/Equus,https://github.com/UndeadZed/Equus,2021-05-20T12:02:46Z,0
211,Modular-Approach-Self-Driving-Car,abdulrahman-hassanin/Modular-Approach-Self-Driving-Car,https://github.com/abdulrahman-hassanin/Modular-Approach-Self-Driving-Car,2023-01-19T15:55:22Z,0
212,Autonomous-driving-in-Carla,Michal-Kolomanski/Autonomous-driving-in-Carla,https://github.com/Michal-Kolomanski/Autonomous-driving-in-Carla,2022-03-08T02:28:02Z,0
213,semantic_segmentation,aniketmpatil/semantic_segmentation,https://github.com/aniketmpatil/semantic_segmentation,2023-03-13T00:53:55Z,0
214,AVIS-Engine-Python-API,AvisEngine/AVIS-Engine-Python-API,https://github.com/AvisEngine/AVIS-Engine-Python-API,2022-11-11T14:05:34Z,0
215,Neural-Network-For-Lane-Detection,LevinHinder/Neural-Network-For-Lane-Detection,https://github.com/LevinHinder/Neural-Network-For-Lane-Detection,2022-12-07T08:42:26Z,7
216,Self_driving_Cars,lakchchayam/Self_driving_Cars,https://github.com/lakchchayam/Self_driving_Cars,2021-09-15T08:16:26Z,0
217,Non-Driving-Activiy_recognition,timthegod/Non-Driving-Activiy_recognition,https://github.com/timthegod/Non-Driving-Activiy_recognition,2023-01-28T11:33:51Z,0
218,yolov2-Tiny-Training-for-Object-Detection,voidstring/yolov2-Tiny-Training-for-Object-Detection,https://github.com/voidstring/yolov2-Tiny-Training-for-Object-Detection,2023-02-03T15:21:10Z,0
219,RoboBoat-2019,CRAWlab/RoboBoat-2019,https://github.com/CRAWlab/RoboBoat-2019,2020-05-13T19:31:34Z,0
220,failing-to-learn,umautobots/failing-to-learn,https://github.com/umautobots/failing-to-learn,2021-02-15T14:10:54Z,0
221,lane-detection,kaylaipp/lane-detection,https://github.com/kaylaipp/lane-detection,2022-12-06T21:31:32Z,0
222,VOCOWA,codehack9991/VOCOWA,https://github.com/codehack9991/VOCOWA,2019-06-04T05:38:43Z,0
223,pac-simulator,manfreddiaz/pac-simulator,https://github.com/manfreddiaz/pac-simulator,2022-01-13T16:30:27Z,0
224,CarND-P2-AdvancedLaneLinesDetection,hossamkhalil01/CarND-P2-AdvancedLaneLinesDetection,https://github.com/hossamkhalil01/CarND-P2-AdvancedLaneLinesDetection,2021-07-18T06:07:46Z,0
225,Reinforcement-learning,A-I-Research-Facility/Reinforcement-learning,https://github.com/A-I-Research-Facility/Reinforcement-learning,2022-01-03T13:52:45Z,0
226,training-adversarial-agents,sampo-kuutti/training-adversarial-agents,https://github.com/sampo-kuutti/training-adversarial-agents,2023-02-08T05:56:34Z,0
227,AI-Recognition,charviis/AI-Recognition,https://github.com/charviis/AI-Recognition,2023-03-06T23:10:23Z,5
228,tricat221,winterbloooom/tricat221,https://github.com/winterbloooom/tricat221,2023-01-18T16:32:08Z,0
229,roboboat,CRAWlab/roboboat,https://github.com/CRAWlab/roboboat,2022-03-04T16:08:01Z,0
230,adb,m4tice/adb,https://github.com/m4tice/adb,2022-12-02T11:33:02Z,0
231,DMLAV,cabraile/DMLAV,https://github.com/cabraile/DMLAV,2023-01-28T01:58:09Z,0
232,sim_traj,umautobots/sim_traj,https://github.com/umautobots/sim_traj,2022-05-26T18:36:19Z,0
233,Road-Lane-Detection-Using-DCNN-CS-670-,ShivakumarValpady/Road-Lane-Detection-Using-DCNN-CS-670-,https://github.com/ShivakumarValpady/Road-Lane-Detection-Using-DCNN-CS-670-,2021-11-22T07:15:29Z,0
234,adversarially-robust-control,sampo-kuutti/adversarially-robust-control,https://github.com/sampo-kuutti/adversarially-robust-control,2022-12-14T03:10:32Z,0
235,SOSAV,toruseo/SOSAV,https://github.com/toruseo/SOSAV,2022-08-23T09:21:20Z,0
236,openpilot-falsification,MissMeriel/openpilot-falsification,https://github.com/MissMeriel/openpilot-falsification,2022-10-17T14:28:15Z,0
237,CarND_T3_P2_Semantic_Segmentation,antevis/CarND_T3_P2_Semantic_Segmentation,https://github.com/antevis/CarND_T3_P2_Semantic_Segmentation,2019-08-27T01:33:04Z,0
238,Traffic-Sign-Classification,kochlisGit/Traffic-Sign-Classification,https://github.com/kochlisGit/Traffic-Sign-Classification,2022-10-17T07:57:59Z,0
239,drive,shawpan/drive,https://github.com/shawpan/drive,2019-09-12T22:59:40Z,0
240,Multithreading-in-AirSim-Simulator,EnderUPC/Multithreading-in-AirSim-Simulator,https://github.com/EnderUPC/Multithreading-in-AirSim-Simulator,2020-05-13T19:32:25Z,0
241,pyTrajectoryGenerator,gn02596703/pyTrajectoryGenerator,https://github.com/gn02596703/pyTrajectoryGenerator,2022-07-02T03:25:45Z,0
242,Voiture-Autonome-Virtuelle-VAV--App-Deep-Q-Learning,abdouboutiti/Voiture-Autonome-Virtuelle-VAV--App-Deep-Q-Learning,https://github.com/abdouboutiti/Voiture-Autonome-Virtuelle-VAV--App-Deep-Q-Learning,2021-08-04T11:49:48Z,0
243,RL_CrossCountrySoaring,ifrunistuttgart/RL_CrossCountrySoaring,https://github.com/ifrunistuttgart/RL_CrossCountrySoaring,2022-10-11T21:16:06Z,0
244,personal-autonomous-parking-car-raspberry,kziovas/personal-autonomous-parking-car-raspberry,https://github.com/kziovas/personal-autonomous-parking-car-raspberry,2022-01-26T19:50:37Z,0
245,Automated-Negotiation-for-Autonomous-Driving,shoxieje/Automated-Negotiation-for-Autonomous-Driving,https://github.com/shoxieje/Automated-Negotiation-for-Autonomous-Driving,2022-10-02T09:50:19Z,0
246,Car-Behavioral-Cloning,hparik11/Car-Behavioral-Cloning,https://github.com/hparik11/Car-Behavioral-Cloning,2021-04-24T20:13:33Z,0
247,steering_control_using_cnn,abhijitmahalle/steering_control_using_cnn,https://github.com/abhijitmahalle/steering_control_using_cnn,2023-02-26T19:06:46Z,0
248,SelfDrivingCarND-BehavioralCloning,ken-power/SelfDrivingCarND-BehavioralCloning,https://github.com/ken-power/SelfDrivingCarND-BehavioralCloning,2022-06-02T01:32:45Z,0
249,Self-driving-car-with-Deep-learning,neerajd12/Self-driving-car-with-Deep-learning,https://github.com/neerajd12/Self-driving-car-with-Deep-learning,2018-02-21T11:33:06Z,0
250,archived-kitti-dataset-road-segmentation,yuan-alex/archived-kitti-dataset-road-segmentation,https://github.com/yuan-alex/archived-kitti-dataset-road-segmentation,2020-03-18T17:42:50Z,0
251,autonomous-vehicles,samarthaggarwal/autonomous-vehicles,https://github.com/samarthaggarwal/autonomous-vehicles,2022-12-23T12:34:10Z,0
252,Micro-Olli,MitchellB23/Micro-Olli,https://github.com/MitchellB23/Micro-Olli,2017-07-13T18:08:50Z,0
253,opencv_lane_detection,ichisadashioko/opencv_lane_detection,https://github.com/ichisadashioko/opencv_lane_detection,2023-01-28T19:14:42Z,0
254,Lyft-Motion-Prediction,GreatGameDota/Lyft-Motion-Prediction,https://github.com/GreatGameDota/Lyft-Motion-Prediction,2021-03-20T10:51:53Z,0
255,DuckieTown,henri-xh/DuckieTown,https://github.com/henri-xh/DuckieTown,2022-07-04T15:23:50Z,0
256,Behavioural-Planner-Obstacle-Avoidance-Using-3d-Semantic-Segmentation-Carla9,marius12233/Behavioural-Planner-Obstacle-Avoidance-Using-3d-Semantic-Segmentation-Carla9,https://github.com/marius12233/Behavioural-Planner-Obstacle-Avoidance-Using-3d-Semantic-Segmentation-Carla9,2022-12-04T02:36:07Z,0
257,RAVEV,nykabhishek/RAVEV,https://github.com/nykabhishek/RAVEV,2022-05-06T19:59:46Z,0
258,PyGroundSegmentation,JonasHablitzel/PyGroundSegmentation,https://github.com/JonasHablitzel/PyGroundSegmentation,2023-03-16T11:04:45Z,0
259,Steering-Prediction-CNN,anasbadawy/Steering-Prediction-CNN,https://github.com/anasbadawy/Steering-Prediction-CNN,2022-12-25T05:39:32Z,0
260,Detectron2-ROS,cabraile/Detectron2-ROS,https://github.com/cabraile/Detectron2-ROS,2023-02-21T15:31:35Z,0
261,e2e-rl-longitudinal-control,sampo-kuutti/e2e-rl-longitudinal-control,https://github.com/sampo-kuutti/e2e-rl-longitudinal-control,2022-10-19T12:09:50Z,0
262,MORAI-DriveExample_ROS,MORAI-Autonomous/MORAI-DriveExample_ROS,https://github.com/MORAI-Autonomous/MORAI-DriveExample_ROS,2022-09-16T01:55:55Z,0
263,BehavioralCloning,KushalBKusram/BehavioralCloning,https://github.com/KushalBKusram/BehavioralCloning,2020-10-14T18:03:48Z,0
264,Autonomous_Robot_for_3D_Mapping_and_Object_Detection,kuntojirohan/Autonomous_Robot_for_3D_Mapping_and_Object_Detection,https://github.com/kuntojirohan/Autonomous_Robot_for_3D_Mapping_and_Object_Detection,2021-01-26T09:35:17Z,0
265,CarND-Semantic-Segmentation,abdullaayyad96/CarND-Semantic-Segmentation,https://github.com/abdullaayyad96/CarND-Semantic-Segmentation,2019-04-18T15:39:08Z,0
266,Deep-Learning-Based-Second-Level-Autonomous-Car,FediSalhi/Deep-Learning-Based-Second-Level-Autonomous-Car,https://github.com/FediSalhi/Deep-Learning-Based-Second-Level-Autonomous-Car,2022-10-10T10:38:18Z,0
267,SelfDrivingCarController,Fatiepie/SelfDrivingCarController,https://github.com/Fatiepie/SelfDrivingCarController,2021-04-22T16:15:51Z,0
268,particle-filter-slam,chenfengw/particle-filter-slam,https://github.com/chenfengw/particle-filter-slam,2021-11-17T19:26:25Z,0
269,ParticleFilter_UpdraftEstimator,ifrunistuttgart/ParticleFilter_UpdraftEstimator,https://github.com/ifrunistuttgart/ParticleFilter_UpdraftEstimator,2022-10-12T12:06:07Z,0
270,ibag,daohu527/ibag,https://github.com/daohu527/ibag,2022-04-01T08:35:34Z,0
271,Vehicle-Detection,railsnoob/Vehicle-Detection,https://github.com/railsnoob/Vehicle-Detection,2018-06-29T21:55:15Z,0
272,CARLA-behavioural-planner,pepealessio/CARLA-behavioural-planner,https://github.com/pepealessio/CARLA-behavioural-planner,2023-02-20T02:13:48Z,2
273,tello-drone-face-tracker,myoluk/tello-drone-face-tracker,https://github.com/myoluk/tello-drone-face-tracker,2023-03-14T20:09:39Z,0
274,Urban-Test-Generator-Fuel-Scoring-Function,masskro0/Urban-Test-Generator-Fuel-Scoring-Function,https://github.com/masskro0/Urban-Test-Generator-Fuel-Scoring-Function,2023-03-15T09:11:15Z,1
275,PathPlanning-withGeneticAI,estods3/PathPlanning-withGeneticAI,https://github.com/estods3/PathPlanning-withGeneticAI,2023-02-01T02:50:41Z,0
276,weakly-supervised-rl-highway-driving,sampo-kuutti/weakly-supervised-rl-highway-driving,https://github.com/sampo-kuutti/weakly-supervised-rl-highway-driving,2022-07-11T14:52:48Z,0
277,truck-detector,salazaru/truck-detector,https://github.com/salazaru/truck-detector,2022-09-05T10:32:01Z,0
278,uas-nyx,o-gent/uas-nyx,https://github.com/o-gent/uas-nyx,2023-01-28T01:57:58Z,0
279,CarlaSimulator-Playground,Matesxs/CarlaSimulator-Playground,https://github.com/Matesxs/CarlaSimulator-Playground,2021-09-30T20:59:32Z,0
280,PMoE,mhnazeri/PMoE,https://github.com/mhnazeri/PMoE,2022-07-10T17:02:38Z,0
281,real-time-shape-detection,aysekonus/real-time-shape-detection,https://github.com/aysekonus/real-time-shape-detection,2023-01-03T03:17:00Z,3
282,sdc-codebase,dendisuhubdy/sdc-codebase,https://github.com/dendisuhubdy/sdc-codebase,2020-04-07T17:10:58Z,0
283,II2202-Project_Shortest-Path-Algorithms-based-Path-Planning-for-Autonomous-Vehicles,plhsu19/II2202-Project_Shortest-Path-Algorithms-based-Path-Planning-for-Autonomous-Vehicles,https://github.com/plhsu19/II2202-Project_Shortest-Path-Algorithms-based-Path-Planning-for-Autonomous-Vehicles,2020-11-15T18:12:24Z,0
284,density_MP,LauraLue/density_MP,https://github.com/LauraLue/density_MP,2022-09-28T15:34:46Z,0
285,Driver-Behavioral-Cloning,jfoshea/Driver-Behavioral-Cloning,https://github.com/jfoshea/Driver-Behavioral-Cloning,2022-03-13T20:06:36Z,0
286,PUBAD,HowieMa/PUBAD,https://github.com/HowieMa/PUBAD,2021-08-31T04:33:54Z,0
287,robotics-python,minkj1992/robotics-python,https://github.com/minkj1992/robotics-python,2022-06-10T03:35:13Z,0
288,dnn-driven-av-safety-cages,sampo-kuutti/dnn-driven-av-safety-cages,https://github.com/sampo-kuutti/dnn-driven-av-safety-cages,2022-07-11T14:50:41Z,0
289,adversarial-mixture-density-networks,sampo-kuutti/adversarial-mixture-density-networks,https://github.com/sampo-kuutti/adversarial-mixture-density-networks,2022-07-11T14:54:16Z,0
290,CarND-Advanced-Lane-Lines,abdullaayyad96/CarND-Advanced-Lane-Lines,https://github.com/abdullaayyad96/CarND-Advanced-Lane-Lines,2019-04-16T03:15:54Z,0
291,Understanding-RL-CARLA,t-owl/Understanding-RL-CARLA,https://github.com/t-owl/Understanding-RL-CARLA,2022-03-31T07:19:23Z,0
292,LiDAR-Obstacle-Detection-Udacity,Swaraj-72/LiDAR-Obstacle-Detection-Udacity,https://github.com/Swaraj-72/LiDAR-Obstacle-Detection-Udacity,2022-06-03T20:52:21Z,0
293,Motion-Planning-Tracking,KshitijBhat/Motion-Planning-Tracking,https://github.com/KshitijBhat/Motion-Planning-Tracking,2021-10-02T10:14:55Z,0
294,lane-detection,abhijitmahalle/lane-detection,https://github.com/abhijitmahalle/lane-detection,2023-02-28T18:56:16Z,0
295,CarND-AdvancedLaneLines-P4,alex-lechner/CarND-AdvancedLaneLines-P4,https://github.com/alex-lechner/CarND-AdvancedLaneLines-P4,2019-09-27T06:57:07Z,0
296,LaneDetection,soumilchugh/LaneDetection,https://github.com/soumilchugh/LaneDetection,2021-01-27T19:32:12Z,0
297,DL-DAS,bariscankurtkaya/DL-DAS,https://github.com/bariscankurtkaya/DL-DAS,2022-10-22T16:21:58Z,0
298,Risk-Aware-Scene-Generation-CPS,scope-lab-vu/Risk-Aware-Scene-Generation-CPS,https://github.com/scope-lab-vu/Risk-Aware-Scene-Generation-CPS,2022-02-21T21:26:16Z,0
299,Simulated_SelfDriving_Car,Confusezius/Simulated_SelfDriving_Car,https://github.com/Confusezius/Simulated_SelfDriving_Car,2020-05-26T19:01:00Z,0
300,Pronet-Self-Driving-Car,PronetAI/Pronet-Self-Driving-Car,https://github.com/PronetAI/Pronet-Self-Driving-Car,2022-05-03T03:18:32Z,0
301,aiml-project,nopesir/aiml-project,https://github.com/nopesir/aiml-project,2020-04-30T17:42:35Z,0
302,lane-navigation,hharting14/lane-navigation,https://github.com/hharting14/lane-navigation,2022-12-13T12:47:57Z,0
303,Cabot-Part-1,zenetio/Cabot-Part-1,https://github.com/zenetio/Cabot-Part-1,2021-07-19T18:45:31Z,0
304,LEO_PROJECT,AYUSH-ISHAN/LEO_PROJECT,https://github.com/AYUSH-ISHAN/LEO_PROJECT,2022-03-21T05:38:00Z,0
305,Self-Driving-Car,Satyam4229/Self-Driving-Car,https://github.com/Satyam4229/Self-Driving-Car,2023-02-05T07:41:41Z,0
306,CADD-E,KU-EECS-581-Self-Driving-Golfcart/CADD-E,https://github.com/KU-EECS-581-Self-Driving-Golfcart/CADD-E,2023-01-12T21:04:14Z,0
307,AutonomousParallelParking-UsingKNN,abdulkadrtr/AutonomousParallelParking-UsingKNN,https://github.com/abdulkadrtr/AutonomousParallelParking-UsingKNN,2023-03-18T15:09:24Z,0
308,eyesoncar,maniac0112/eyesoncar,https://github.com/maniac0112/eyesoncar,2022-07-03T06:35:39Z,0
309,carlo,Chris1nexus/carlo,https://github.com/Chris1nexus/carlo,2022-11-25T15:47:04Z,0
310,CarND-BehavioralCloning-P3,alex-lechner/CarND-BehavioralCloning-P3,https://github.com/alex-lechner/CarND-BehavioralCloning-P3,2018-12-21T11:28:23Z,0
311,Remote-Controlled-Smart-Rover,Sumit3301/Remote-Controlled-Smart-Rover,https://github.com/Sumit3301/Remote-Controlled-Smart-Rover,2021-12-08T09:29:47Z,0
312,behavioral-cloning,zmandyhe/behavioral-cloning,https://github.com/zmandyhe/behavioral-cloning,2019-01-23T20:11:43Z,0
313,Food_Collector,italoh623/Food_Collector,https://github.com/italoh623/Food_Collector,2021-07-03T06:04:26Z,0
314,matsimVoronoiGenerator,davidvelascogarcia/matsimVoronoiGenerator,https://github.com/davidvelascogarcia/matsimVoronoiGenerator,2022-02-03T16:55:16Z,0
315,bootcamp_launch,shineyruan/bootcamp_launch,https://github.com/shineyruan/bootcamp_launch,2023-01-28T01:46:55Z,0
316,AutonomousCars-DrivingBehaviorCloning,vinny-palumbo/AutonomousCars-DrivingBehaviorCloning,https://github.com/vinny-palumbo/AutonomousCars-DrivingBehaviorCloning,2017-04-22T03:23:41Z,0
317,AI_Robotics_Udacity,KhrulSergey/AI_Robotics_Udacity,https://github.com/KhrulSergey/AI_Robotics_Udacity,2019-03-30T20:34:31Z,0
318,matsimDataGenerator,davidvelascogarcia/matsimDataGenerator,https://github.com/davidvelascogarcia/matsimDataGenerator,2022-02-03T16:54:38Z,0
319,JetRat,sudharsan-007/JetRat,https://github.com/sudharsan-007/JetRat,2023-02-15T12:02:36Z,0
320,SDCND_Advanced_Lane_Finding,j-rilling/SDCND_Advanced_Lane_Finding,https://github.com/j-rilling/SDCND_Advanced_Lane_Finding,2019-09-25T12:37:15Z,0
321,BFMC2020.Helga,diaconuccalin/BFMC2020.Helga,https://github.com/diaconuccalin/BFMC2020.Helga,2022-12-08T04:15:27Z,0
322,single-object-tracking,samuki/single-object-tracking,https://github.com/samuki/single-object-tracking,2021-06-21T23:23:31Z,0
323,contest-avd-2021,dev-guys-unisa/contest-avd-2021,https://github.com/dev-guys-unisa/contest-avd-2021,2021-09-22T09:19:14Z,0
324,Autonomous-Car,ahmedFarouk2020/Autonomous-Car,https://github.com/ahmedFarouk2020/Autonomous-Car,2022-09-18T11:18:24Z,0
325,RL-Metadrive,ineogi2/RL-Metadrive,https://github.com/ineogi2/RL-Metadrive,2023-03-03T05:39:01Z,0
326,RLWithAutonomousDriving,jmscslgroup/RLWithAutonomousDriving,https://github.com/jmscslgroup/RLWithAutonomousDriving,2019-09-10T04:48:51Z,0
327,Visual-SLAM,HusseinLezzaik/Visual-SLAM,https://github.com/HusseinLezzaik/Visual-SLAM,2021-05-02T08:55:02Z,0
328,Autonomous_Vehicles-Projects,imstevenpmwork/Autonomous_Vehicles-Projects,https://github.com/imstevenpmwork/Autonomous_Vehicles-Projects,2021-08-30T15:53:12Z,0
329,synthetic_vehicle_speed_detection-dataset,invett/synthetic_vehicle_speed_detection-dataset,https://github.com/invett/synthetic_vehicle_speed_detection-dataset,2021-05-25T08:58:22Z,0
330,FIR-Trajectory-Prediction,FordCVResearch/FIR-Trajectory-Prediction,https://github.com/FordCVResearch/FIR-Trajectory-Prediction,2023-02-01T18:13:32Z,0
331,autonomous-driving-simulated,abh006/autonomous-driving-simulated,https://github.com/abh006/autonomous-driving-simulated,2020-07-16T14:55:51Z,0
332,Self-Driving-Car,somjit101/Self-Driving-Car,https://github.com/somjit101/Self-Driving-Car,2021-11-23T05:25:45Z,0
333,PruneSeg,watsonkm/PruneSeg,https://github.com/watsonkm/PruneSeg,2018-03-23T07:02:43Z,0
334,self-driving-car-course,n-meunier/self-driving-car-course,https://github.com/n-meunier/self-driving-car-course,2020-05-13T12:03:36Z,0
335,Advanced-Lane-Finding,hjhardik/Advanced-Lane-Finding,https://github.com/hjhardik/Advanced-Lane-Finding,2021-10-27T11:16:44Z,0
336,autonomous-vehicle-testbed,RidgeX/autonomous-vehicle-testbed,https://github.com/RidgeX/autonomous-vehicle-testbed,2022-02-13T08:40:20Z,0
337,Avionics-code,AzA-Avionics/Avionics-code,https://github.com/AzA-Avionics/Avionics-code,2022-01-02T08:56:21Z,0
338,DQN_Autonomous_Driving_Carla,imsrinin/DQN_Autonomous_Driving_Carla,https://github.com/imsrinin/DQN_Autonomous_Driving_Carla,2022-12-13T21:31:07Z,0
339,fsds_client,EPFL-RT-Driverless/fsds_client,https://github.com/EPFL-RT-Driverless/fsds_client,2023-01-18T15:49:55Z,0
340,PEACE,jinwoo7/PEACE,https://github.com/jinwoo7/PEACE,2018-08-02T21:02:58Z,0
341,aivd-2019,michaelpolinski/aivd-2019,https://github.com/michaelpolinski/aivd-2019,2019-07-22T19:27:17Z,0
342,Image2Depth,stablegradients/Image2Depth,https://github.com/stablegradients/Image2Depth,2019-12-19T21:36:01Z,0
343,Autonomous-Car-Pi,RayanAziz/Autonomous-Car-Pi,https://github.com/RayanAziz/Autonomous-Car-Pi,2022-09-30T11:28:31Z,0
344,RoboCar_Platform,bierschi/RoboCar_Platform,https://github.com/bierschi/RoboCar_Platform,2021-12-30T14:58:51Z,0
345,CarPlatooning,pedroivovasconcelos/CarPlatooning,https://github.com/pedroivovasconcelos/CarPlatooning,2021-07-31T20:54:20Z,0
346,cad2cav_revit_plugins,shineyruan/cad2cav_revit_plugins,https://github.com/shineyruan/cad2cav_revit_plugins,2021-12-14T18:01:39Z,0
347,Lane-Finding,guru182001/Lane-Finding,https://github.com/guru182001/Lane-Finding,2022-04-03T06:25:49Z,0
348,MORAI-DriveExample_UDP,MORAI-Autonomous/MORAI-DriveExample_UDP,https://github.com/MORAI-Autonomous/MORAI-DriveExample_UDP,2022-06-28T06:01:13Z,0
349,Semantic-Segmentation,zeeshananjumjunaidi/Semantic-Segmentation,https://github.com/zeeshananjumjunaidi/Semantic-Segmentation,2021-05-04T12:04:08Z,0
350,DeepPath,Canadianbassist28/DeepPath,https://github.com/Canadianbassist28/DeepPath,2020-06-05T18:39:36Z,0
351,VehicleEstimation,Fatiepie/VehicleEstimation,https://github.com/Fatiepie/VehicleEstimation,2020-10-16T08:44:20Z,0
352,matsimNetGenerator,davidvelascogarcia/matsimNetGenerator,https://github.com/davidvelascogarcia/matsimNetGenerator,2022-02-03T16:54:51Z,0
353,CarND-Semantic-Segmentation,vilion/CarND-Semantic-Segmentation,https://github.com/vilion/CarND-Semantic-Segmentation,2017-11-29T13:19:59Z,0
354,OpenCV_Lanedetection,agakshay/OpenCV_Lanedetection,https://github.com/agakshay/OpenCV_Lanedetection,2020-12-10T12:41:59Z,0
355,matsimConfigGenerator,davidvelascogarcia/matsimConfigGenerator,https://github.com/davidvelascogarcia/matsimConfigGenerator,2022-02-03T16:53:40Z,0
356,carla-vehicle-testing,hitabm/carla-vehicle-testing,https://github.com/hitabm/carla-vehicle-testing,2021-12-19T17:54:20Z,0
357,smart-AI-autonomous-drone,Prabhdeep1999/smart-AI-autonomous-drone,https://github.com/Prabhdeep1999/smart-AI-autonomous-drone,2022-07-02T20:47:25Z,0
358,CarND-VehicleDetection-P5,alex-lechner/CarND-VehicleDetection-P5,https://github.com/alex-lechner/CarND-VehicleDetection-P5,2018-09-13T21:54:58Z,0
359,Lane-Detection,tanmay2298/Lane-Detection,https://github.com/tanmay2298/Lane-Detection,2020-07-10T15:35:29Z,0
360,FCND-Backyard-Flyer,eugenn/FCND-Backyard-Flyer,https://github.com/eugenn/FCND-Backyard-Flyer,2018-06-11T11:23:53Z,0
361,velo_from_video,ashar6194/velo_from_video,https://github.com/ashar6194/velo_from_video,2019-04-15T06:51:08Z,0
362,ubermaton,aleksarias/ubermaton,https://github.com/aleksarias/ubermaton,2019-09-25T21:19:03Z,0
363,Behavioural-Planner-Obstacle-Avoidance-Carla8,marius12233/Behavioural-Planner-Obstacle-Avoidance-Carla8,https://github.com/marius12233/Behavioural-Planner-Obstacle-Avoidance-Carla8,2021-12-23T16:32:46Z,0
364,ORG_AutonomousUAV,solanoctua/ORG_AutonomousUAV,https://github.com/solanoctua/ORG_AutonomousUAV,2022-03-11T19:28:43Z,0
365,ENVIRONMENT_REPRESENTATION_USING_RADAR,UditBhaskar19/ENVIRONMENT_REPRESENTATION_USING_RADAR,https://github.com/UditBhaskar19/ENVIRONMENT_REPRESENTATION_USING_RADAR,2023-01-31T07:48:59Z,0
366,Hands-Free,directedbyshawn/Hands-Free,https://github.com/directedbyshawn/Hands-Free,2022-12-12T17:55:03Z,0
367,Network-Research-2018,DavidNaumann/Network-Research-2018,https://github.com/DavidNaumann/Network-Research-2018,2019-10-10T20:43:10Z,0
368,3D-Object-Detection,jaswanthbjk/3D-Object-Detection,https://github.com/jaswanthbjk/3D-Object-Detection,2021-08-05T17:28:06Z,0
369,pathgan_pytorch,d1024choi/pathgan_pytorch,https://github.com/d1024choi/pathgan_pytorch,2022-07-26T03:51:42Z,0
370,Autonomous-Vehicle-Steering-using-YOLO-4,Saketspradhan/Autonomous-Vehicle-Steering-using-YOLO-4,https://github.com/Saketspradhan/Autonomous-Vehicle-Steering-using-YOLO-4,2022-06-17T08:32:31Z,0
371,matsimPlansGenerator,davidvelascogarcia/matsimPlansGenerator,https://github.com/davidvelascogarcia/matsimPlansGenerator,2022-02-03T16:55:03Z,0
372,CarND-Behavioral-Cloning-P3,vilion/CarND-Behavioral-Cloning-P3,https://github.com/vilion/CarND-Behavioral-Cloning-P3,2017-11-12T09:23:08Z,0
