,Repository,comment_ratio,cyclomatic_complexity,fanout_external,fanout_internal,halstead_bugprop,halstead_difficulty,halstead_effort,halstead_timerequired,halstead_volume
2082,dronepilot,5.073859987154785,16,2,0,1.0673351514992262,44.58333333333333,142756.0765130215,7930.893139612304,3202.0054544976783
2083,pgdrive,13.793103448275861,35,15,1,1.925750419489587,53.089108910891085,306709.12126643065,17039.395625912814,5777.251258468761
2084,feature_monocular_slam,13.402517111945242,16,4,0,2.079997419108899,31.62162162162162,197318.67408303334,10962.14856016852,6239.992257326696
2085,nissanleaf-lgsvl,8.944954128440367,7,8,1,0.503871440356714,16.88235294117647,25519.606479242986,1417.7559155134993,1511.614321070142
2086,crgeo-learning,6.454265159301131,10,18,1,1.224183095019,28.98701298701299,106456.23382139252,5914.235212299584,3672.549285057
2087,Argus,5.314861460957179,18,16,1,2.9116468987439146,90.59433962264151,791336.1840180514,43963.12133433619,8734.940696231744
2088,MADRaS,7.380994829737921,7,7,1,1.9774969826776698,81.92,485989.6584628642,26999.42547015912,5932.49094803301
2089,nuplan-devkit,53.31103678929766,2,8,1,0.10239749584943915,16.666666666666668,5119.874792471957,284.4374884706643,307.19248754831744
2090,simpleAutonomousDriving,33.25966850828729,2,2,0,0.22293883396740935,30.9375,20691.51052760018,1149.5283626444545,668.8165019022281
2091,EthicalTrajectoryPlanning,36.26087983931314,96,22,1,11.14090583713761,166.1654135338346,5553699.676708449,308538.87092824717,33422.71751141283
2092,PaddleSeg,21.66003411028994,11,12,1,2.163080126946849,34.0,220634.1729485786,12257.454052698811,6489.240380840547
2093,data_aggregation,23.088773348738687,15,9,0,1.7330539791581847,43.205128205128204,224630.45806781086,12479.46989265616,5199.161937474554
2094,tactics2d,5.019305019305019,1,10,1,0.5444030679887092,26.307692307692307,42965.965212031966,2386.998067335109,1633.2092039661275
2095,detekcja-przeszkod,24.6390760346487,3,5,1,0.10239749584943915,9.0,2764.732387934857,153.59624377415872,307.19248754831744
2096,Deep3DBox,31.576362743493206,0,4,1,2.637832151859398,64.35,509233.49691645673,28290.74982869204,7913.4964555781935
2097,QUTMS_Driverless,34.7871643745907,2,4,1,2.226028541717271,39.25675675675676,262159.9829873786,14564.443499298812,6678.0856251518135
2098,LearningByCheating,4.186294551595414,34,24,1,5.793850783014596,62.286307053941904,1082632.7066867065,60146.261482594804,17381.552349043788
2099,feature_monocular_slam,2.0481927710843375,17,1,0,0.3708258826280713,32.82352941176471,36515.44279525832,2028.6357108476845,1112.4776478842139
2100,ESP32-Autonomous-car,0.0,1,6,1,0.45948504239291615,14.75,20332.213125886537,1129.5673958825855,1378.4551271787484
2101,MapTR,2.018699532511687,2,0,0,1.7786396533921087,9.511811023622048,50754.252786559075,2819.6807103643932,5335.918960176326
2102,LiDARSimLib-and-Placement-Evaluation,0.0,3,12,1,0.2679206667526313,7.738095238095238,6219.586906757513,345.532605930973,803.762000257894
2103,PaddleSeg,0.35842293906810035,8,2,0,0.5016386951964161,16.5,24831.115412222596,1379.5064117901443,1504.9160855892483
2104,GTA5-AI-Playground,0.0,0,1,0,0.16844267455315373,14.210526315789473,7180.977178318659,398.9431765732588,505.3280236594612
2105,SEE-MTDA,0.0,2,0,0,0.032070477557222796,2.4444444444444446,235.18350208630054,13.065750115905585,96.21143267166839
2106,Behavioural-Planner-Obstacle-Avoidance-Using-3d-Semantic-Segmentation-Carla9,20.050451200166435,119,23,1,14.827688854798815,81.13959854014598,3609338.1628697184,200518.78682609546,44483.066564396446
2107,GAIS-Net,5.917937927406628,5,4,1,1.5307763567411108,71.76923076923077,329587.92480910535,18310.44026717252,4592.329070223333
2108,3DOD_thesis,33.23493021337559,48,11,1,31.76004462226511,366.1411764705882,34885980.30826358,1938110.0171257544,95280.13386679532
2109,feature_monocular_slam,2.2628372497824194,48,10,1,3.761183995391803,59.763513513513516,674344.7116062264,37463.5950892348,11283.55198617541
2110,av2-api,25.820321339669608,2,12,1,0.8504090358722444,23.294117647058826,59428.58438918979,3301.588021621655,2551.227107616733
2111,l5kit,8.373349339735894,0,11,1,3.9415511206333314,93.67289719626169,1107649.5387506883,61536.08548614935,11824.653361899995
2112,PythonRobotics,21.37741046831956,5,10,1,0.4919070578612265,11.808510638297873,17426.069177424302,968.1149543013502,1475.7211735836795
2113,VOCOWA,53.89393215480172,11,0,0,1.0534774894094998,49.659090909090914,156944.2032518016,8719.122402877867,3160.432468228499
2114,ESP32-Autonomous-car,0.0,1,1,0,0.2202284717791166,21.9375,14493.786298963112,805.2103499423952,660.6854153373498
2115,dgp,33.70409233997901,0,13,1,0.9050979195161638,47.64705882352941,129375.76143672224,7187.542302040125,2715.2937585484915
2116,PaddleSeg,24.848746758859118,5,8,1,2.6933066849680487,53.44444444444444,431826.8384898771,23990.379916104284,8079.920054904146
2117,SEE-MTDA,0.0,2,0,0,0.11728722505336554,2.6956521739130435,948.4966895619996,52.6942605312222,351.86167516009664
2118,l5kit,38.30121903263861,0,4,0,0.5831619335525648,42.96875,75173.2179970103,4176.289888722795,1749.4858006576944
2119,End-to-End-Self-Driving-Car,61.37562465297057,6,7,1,2.0183333333333335,58.48453608247423,354123.86597938143,19673.548109965635,6055.0
2120,PaddleSeg,5.506692160611855,15,9,1,1.1302266189207766,25.054945054945055,84953.29751008915,4719.627639449397,3390.67985676233
2121,waymo_kitti_converter,16.857142857142858,7,6,1,0.3369594042101764,16.88235294117647,17066.002766174228,948.1112647874571,1010.8782126305292
2122,Autonomous_Truck_Robots,25.951825951825953,3,6,1,0.2972430926614688,15.857142857142858,14140.278550895588,785.5710306053104,891.7292779844064
2123,pgdrive,0.0,4,12,1,0.17975702039084532,8.153846153846153,4397.133268022216,244.28518155678978,539.271061172536
2124,evaluating_bdl,9.551396316102199,11,17,1,2.8130373830989805,35.630136986301366,300686.7219222102,16704.817884567234,8439.112149296941
2125,LiDARSimLib-and-Placement-Evaluation,10.675512665862485,2,2,1,0.4196311410302956,19.716666666666665,24821.18199194198,1378.9545551078877,1258.8934230908867
2126,PaddleSeg,77.33160621761658,3,5,1,0.044,3.6363636363636367,480.00000000000006,26.66666666666667,132.0
2127,DynEnv,0.7235142118863049,28,2,0,4.34280583805686,142.05940594059408,1850809.252409104,102822.73624495023,13028.41751417058
2128,PointPillars-Camera-LiDAR-Fusion,0.0,4,2,0,0.35327820843189134,15.384615384615385,16305.148081471907,905.8415600817726,1059.834625295674
2129,opencv_lane_detection,36.553945249597426,4,6,1,0.3594878281852507,20.25,21838.885562253978,1213.271420125221,1078.463484555752
2130,QUTMS_Driverless,8.394845489803577,4,16,1,2.749267574562904,50.389312977099245,415601.1128173221,23088.95071207345,8247.802723688712
2131,autodrome,7.308845577211394,6,10,1,0.7968568295830603,31.93548387096774,76344.02528586093,4241.3347381033855,2390.5704887491806
2132,plant,12.954611159294593,81,40,1,15.510715035305362,116.29888888888888,5411636.773434589,300646.4874130327,46532.14510591608
2133,Risk-Aware-Scene-Generation-CPS,7.368421052631579,3,2,0,0.08558596668012824,9.6,2464.8758403876936,136.9375466882052,256.75790004038475
2134,policydissect,56.05461731943945,0,3,0,0.24779942379806247,21.599999999999998,16057.402662114446,892.0779256730248,743.3982713941874
2135,self-driving-robot,0.0,2,3,1,0.5221313520576979,20.455882352941178,32041.97253142314,1780.1095850790634,1566.3940561730938
2136,gsnet,19.36749203236087,4,1,0,1.6558823643101739,15.99425287356322,79453.80379095196,4414.1002106084425,4967.6470929305215
2137,modulardecision,3.9784029553850524,70,6,1,4.607099430382277,94.14414414414415,1301194.2985809406,72288.5721433856,13821.298291146832
2138,SelfDrivingCarND-AdvancedLaneLines,50.70422535211268,1,1,0,0.04133333333333333,6.5,806.0,44.77777777777778,124.0
2139,ILLUME,0.0,1,6,1,0.11712846460743362,12.75,4480.163771234335,248.8979872907964,351.38539382230084
2140,HEVEN_AutonomousCar_2018,23.224043715846996,1,0,0,0.0922011326909304,13.0,3595.844174946286,199.7691208303492,276.6033980727912
2141,crgeo-learning,0.0,4,16,1,0.6272742061894776,23.433962264150942,44098.560231358366,2449.9200128532425,1881.8226185684327
2142,crgeo,7.543155847313397,50,26,1,4.561650830899837,71.31428571428572,975932.6120507994,54218.478447266636,13684.952492699511
2143,PiCar,17.565597667638485,5,6,0,1.3575612814439688,40.19230769230769,163690.56220487854,9093.920122493253,4072.683844331906
2144,PCLSegmentation,41.529083058166115,2,3,0,0.9939127627663993,13.25,39508.03231996437,2194.890684442465,2981.738288299198
2145,self-driving-car-using-ros,28.854500849216834,12,5,1,1.0056643550179598,53.56122448979592,161593.8428415083,8977.435713417128,3016.9930650538795
2146,PedestrianDetection-HGPD,26.74483813408106,104,12,1,7.455868476370435,105.06603773584905,2350075.676075591,130559.75978197726,22367.605429111307
2147,self-driving-car-using-ros,31.293881644934803,28,10,1,2.937501859579643,64.01063829787233,564094.1070986397,31338.561505479985,8812.50557873893
2148,AutoPylot,9.580838323353293,5,3,1,0.12819613125486945,13.911764705882351,5350.303242666462,297.2390690370257,384.5883937646083
2149,nissanleaf-lgsvl,1.8584070796460177,7,7,1,0.33120551819732935,15.75,15649.460734823813,869.4144852679897,993.6165545919881
2150,CMFlow,11.604253351826168,0,3,1,2.7257512890944073,48.686868686868685,398124.8852556073,22118.049180867074,8177.253867283222
2151,VAE_trait_inference,17.7575180296639,19,23,1,2.2420255774918822,28.57142857142857,192173.62092787563,10676.312273770869,6726.076732475647
2152,crgeo-learning,0.0,1,9,1,0.16926633955918388,20.11764705882353,10215.721434571922,567.5400796984401,507.79901867755166
2153,MapTR,46.549560853199495,2,0,0,0.155,3.7962962962962967,1765.277777777778,98.070987654321,465.0
2154,openpilot,0.0,1,3,1,0.16846991044922582,24.571428571428573,12418.639113114361,689.92439517302,505.40973134767745
2155,rl-mobile-robot-SAC,12.551159618008185,8,24,1,6.147281713994777,94.56164383561644,1743891.1919879154,96882.84399932863,18441.84514198433
2156,crgeo,2.0613373554550023,14,16,1,1.1036150263760447,36.142857142857146,119663.40071705972,6647.966706503317,3310.8450791281343
2157,Det3D,1.6581632653061225,0,4,1,0.46668581927849656,23.426829268292682,32798.907030511895,1822.1615016951052,1400.0574578354897
2158,Autonomous-Vehicle-System,29.732802728823195,16,11,1,1.308196546252325,44.27710843373494,173769.48099315522,9653.86005517529,3924.589638756975
2159,PointCNN,1.329394387001477,4,4,0,0.5964208527875104,8.571428571428571,15336.536214535981,852.0297896964435,1789.2625583625313
2160,MIT-Driverless-CV-TrainingInfra,14.880803011292347,16,7,0,1.0852852586809305,24.0,78140.538625027,4341.1410347237215,3255.8557760427916
2161,openpilot,3.5164835164835164,15,4,0,0.7010241440314041,22.50769230769231,47335.307202366654,2629.7392890203696,2103.072432094212
2162,av2-api,53.51888667992048,0,9,1,0.4121962415165953,31.29032258064516,38693.26009075136,2149.625560597298,1236.5887245497859
2163,gsnet,53.03281571938288,9,16,1,3.3549310601552205,54.350649350649356,547028.0449382961,30390.44694101645,10064.793180465662
2164,ANTI-CARLA,42.70132281271757,6,8,1,0.683106741469832,22.344827586206897,45791.70708335701,2543.9837268531674,2049.320224409496
2165,SEE-MTDA,1.972872996300863,0,6,1,2.649204649715473,32.43564356435643,257785.97324162046,14321.442957867803,7947.613949146419
2166,SMARTS,61.31171702284451,1,2,0,0.3667458708806892,23.306451612903224,25642.634681738513,1424.5908156521396,1100.2376126420677
2167,roundabout,25.324675324675326,2,0,0,0.15011730005192325,7.5,3377.639251168273,187.64662506490404,450.3519001557697
2168,GamePilot,0.0,4,8,1,0.18215676815701484,9.724137931034482,5313.952615890847,295.2195897717137,546.4703044710445
2169,carla-roach,0.0,3,3,1,0.14884234806679172,20.571428571428573,9185.699194979148,510.316621943286,446.5270442003752
2170,SEE-MTDA,12.81055900621118,6,4,0,0.2693319598527733,15.400000000000002,12443.13654519813,691.2853636221183,807.99587955832
2171,TNEX,7.235108065366368,11,13,1,2.562033113633224,42.81818181818182,329104.79905124963,18283.599947291645,7686.099340899673
2172,RL_CrossCountrySoaring,65.68873987147248,2,2,0,0.3843326792249736,12.911111111111111,14886.485775313979,827.0269875174432,1152.9980376749209
2173,SemDisc,45.52254098360656,13,12,1,2.278649004940039,42.43382352941176,290075.369283286,16115.298293515887,6835.947014820117
2174,dgp,38.57807229396619,67,24,1,9.30667136929544,145.75,4069342.056224431,226074.55867913505,27920.01410788632
2175,ASVPathPlanningGA,78.961164378837,9,7,0,0.500238386365186,22.5,33766.091079650054,1875.8939488694475,1500.715159095558
2176,SMARTS,67.67450541246734,1,5,1,0.14106166256418287,26.35,11150.924425698657,619.4958014277031,423.18498769254865
2177,QUTMS_Driverless,15.235971757710889,21,12,1,1.6789774789119682,39.55555555555556,199238.66083088692,11068.81449060483,5036.932436735905
2178,OGC,17.292517006802722,30,5,1,2.7651895743995203,65.80882352941177,545921.6181810818,30328.97878783788,8295.568723198561
2179,DeepCollision,32.659574468085104,8,4,0,0.2654395663226009,10.571428571428571,8418.226246231057,467.6792359017254,796.3186989678028
2180,DeepEye,56.711880261927035,5,4,1,0.7137764947438645,39.11111111111111,83749.7753832801,4652.765299071117,2141.3294842315936
2181,autonomous-networking,25.671307807061165,41,10,1,2.6619292813090287,78.93939393939394,630393.2525281836,35021.84736267687,7985.787843927086
2182,Deep3DBox,11.056088933804952,46,13,1,3.542259746929505,41.70552147239264,443195.3698090818,24621.964989393433,10626.779240788515
2183,ANTI-CARLA,2.5883838383838382,1,5,1,0.6644679153708062,27.054347826086957,53930.23830515011,2996.124350286117,1993.4037461124185
2184,MapTR,0.22865853658536586,17,7,1,2.3105027799248377,85.04347826086956,589479.5788086499,32748.86548936944,6931.508339774513
2185,allgo,17.258261933904528,5,5,0,0.25040147534125123,9.585714285714285,7200.830998027696,400.04616655709424,751.2044260237537
2186,SEE-MTDA,0.0,2,0,0,0.1125323375512021,2.608695652173913,880.6878590963641,48.927103283131345,337.59701265360627
2187,pgdrive,0.0,4,13,1,0.2550496334044874,10.428571428571429,7979.4099593689625,443.3005532982757,765.1489002134622
2188,minor-simulator,71.2,2,7,1,0.06539940546000543,7.3125,1434.699457278869,79.7055254043816,196.19821638001628
2189,MapTR,35.59291504052837,40,5,0,4.410911966002381,202.61458333333331,2681145.2703347593,148952.51501859774,13232.735898007142
2190,SEE-VCN,22.333779562695224,1,8,1,1.240429925497811,34.98795180722891,130200.30736068588,7233.350408926994,3721.2897764934332
2191,PedestrianDetection-HGPD,4.2089985486211905,2,0,0,1.7456035988143277,9.89864864864865,51837.35011343899,2879.852784079944,5236.810796442983
2192,SDC-Advanced-Lane-Lines,28.728552573691157,13,3,0,0.772898830598289,35.199999999999996,81618.11651117931,4534.339806176628,2318.696491794867
2193,Zebra_cross_detection,51.31188118811881,3,1,0,0.3762708810174425,21.5,24269.47182562504,1348.3039903125023,1128.8126430523275
2194,MapTR,10.938603720273134,155,29,1,29.022205267806342,304.5090180360721,26512569.682023086,1472920.5378901714,87066.61580341903
2195,pgdrive,14.971702966901047,21,19,1,1.7659643750552119,36.288000000000004,192249.94572601063,10680.552540333923,5297.893125165636
2196,autonomous_driving,2.337441563960901,4,8,1,2.09032481901147,50.375,315900.3382731084,17550.01879295047,6270.97445703441
2197,Defects4DL,25.314685314685313,10,17,1,1.0380010461657863,20.36263736263736,63409.316655336326,3522.7398141853514,3114.003138497359
2198,autonoPi,5.741626794258373,2,5,1,0.06734886714927432,4.75,959.7213568771591,53.31785315984217,202.04660144782298
2199,bibli3.0,16.614938961307676,21,7,1,1.316,34.34466019417476,135592.71844660194,7532.928802588996,3948.0
2200,policydissect,50.799220272904485,2,4,1,0.46513887804166265,32.359375,45154.81014488828,2508.6005636049044,1395.416634124988
2201,uas-nyx,7.864523536165327,13,5,0,0.8308284490653668,24.6,61315.13954102407,3406.396641168004,2492.4853471961005
2202,parknet-21,55.029270888770625,3,1,0,0.2639899589130924,27.294117647058822,21616.118988648504,1200.8954993693615,791.9698767392772
2203,ANTI-CARLA,5.949938448912597,40,4,1,3.4600786908906236,54.310344827586206,563754.2004985585,31319.67780547547,10380.23607267187
2204,Sparse2Dense,3.3813190492132574,3,5,1,3.221006539539718,21.10880829015544,203974.82863344264,11331.934924080146,9663.019618619153
2205,deepdrive,58.84022274576997,23,5,1,2.3915115049576596,51.59574468085107,370175.4510333399,20565.30283518555,7174.534514872978
2206,Advanced-Techniques-for-Lane-Finding,40.43613707165109,1,2,0,0.3670646751024042,27.130434782608695,29875.872686595678,1659.770704810871,1101.1940253072125
2207,lib-avstack-core,11.058965102286402,0,7,1,4.380773422220073,104.44696969696969,1372675.5266397304,76259.75147998502,13142.32026666022
2208,sim2real,0.8335906143871565,11,10,1,1.1527908546745962,23.359550561797754,80786.02877084783,4488.112709491546,3458.3725640237885
2209,LAV,2.498580352072686,16,8,1,0.5861771338014362,16.625,29235.584548346633,1624.199141574813,1758.5314014043088
2210,pycyber,23.350649350649352,15,7,1,1.0850047001530294,31.139240506329116,101358.66692568807,5631.037051427115,3255.0141004590882
2211,nuplan-devkit,36.92307692307692,1,8,1,0.2596074119346796,16.533333333333335,12876.52763196011,715.3626462200061,778.8222358040389
2212,tctb,51.89504373177842,2,0,0,0.034654637506971175,13.0,1351.5308627718757,75.08504793177087,103.96391252091352
2213,nuplan-devkit,17.066420664206642,2,15,1,0.5295374705266014,30.70967741935484,48785.77470399915,2710.320816888842,1588.6124115798043
2214,EGO_MOTION_ESTIMATION,45.42131237433742,0,3,0,1.6779469674301306,55.08196721311475,277273.85953599535,15404.103307555297,5033.840902290392
2215,PGP,28.04553382906454,8,8,1,3.790511281826566,65.67460317460318,746820.9727884484,41490.054043802695,11371.533845479698
2216,l5kit,22.679045092838198,0,3,1,0.4744628105241262,32.89473684210526,46821.98788067034,2601.2215489261303,1423.3884315723785
2217,SEE-VCN,7.842071900751607,53,18,1,4.583526987399488,75.6203007518797,1039823.0678745193,57767.94821525107,13750.580962198466
2218,data_aggregation,36.84089339166475,19,19,1,3.141827419578589,51.13109756097561,481935.25293066324,26774.18071837018,9425.482258735767
2219,redlight_approach,49.576868829337094,4,9,1,0.42385667436263785,24.75,31471.35807142586,1748.4087817458812,1271.5700230879136
2220,sonic-the-self-driving-car,10.064935064935066,5,0,0,0.46173561716942846,49.68,68817.07638293161,3823.1709101628676,1385.2068515082854
2221,da-panopticfpn,31.534944480731546,8,1,0,4.134292248536082,25.63450292397661,317941.58020101604,17663.42112227867,12402.876745608246
2222,DeepCollision,34.13145539906103,7,3,0,0.8389873730147377,21.084415584415584,53068.67532815948,2948.2597404533044,2516.962119044213
2223,SelfdrivingcarForza,29.52419682797885,6,8,1,0.8273807424044655,12.634831460674159,31361.448702263646,1742.3027056813137,2482.1422272133964
2224,nuplan-devkit,19.64777105118327,4,9,1,1.6420171679804338,78.67999999999999,387581.73233010154,21532.31846278342,4926.051503941301
2225,MapTR,19.395017793594306,2,0,0,1.0020014496828609,9.662337662337663,29045.029034962925,1613.612724164607,3006.0043490485823
2226,SEE-MTDA,23.220338983050848,7,7,1,0.9427489411627641,45.40425531914894,128414.44087923437,7134.135604401909,2828.246823488292
2227,crgeo-learning,0.0,6,21,1,0.5602308337054415,13.206349206349206,22195.81207823463,1233.100671013035,1680.6925011163244
2228,nuplan-devkit,11.577424023154848,10,13,1,0.5112449937701169,21.936363636363637,33644.56827183524,1869.1426817686245,1533.7349813103506
2229,aido1,11.09287824089268,13,5,1,1.084154071540218,37.89473684210526,123251.19971194056,6847.288872885587,3252.462214620654
2230,NPSN,0.0,8,2,1,1.6170394519780502,41.493975903614455,201292.18816671343,11182.89934259519,4851.118355934151
2231,autonomous_braking,9.00774102744546,2,2,0,0.2658869729804028,15.483870967741936,12350.87874489613,686.1599302720073,797.6609189412084
2232,DonkeyDrift,3.397341211225997,0,6,1,0.16679068083271328,10.263157894736842,5135.397278270383,285.2998487927991,500.3720424981399
2233,SEE-MTDA,21.963677639046537,14,13,1,1.831008654328111,35.641666666666666,195780.60036403328,10876.70002022407,5493.025962984333
2234,Zebra_cross_detection,86.47058823529412,2,2,0,0.11158119491607299,12.833333333333334,4295.87600426881,238.6597780149339,334.74358474821895
2235,RODSNet,8.08945990958839,9,9,1,15.023775021508547,275.0979020979021,12399026.970023595,688834.8316679775,45071.32506452564
2236,PedestrianDetection-HGPD,2.4187046492878257,2,0,0,3.265727139904807,16.0,156754.90271543074,8708.605706412818,9797.181419714421
2237,NeuralEvolution-Self-Driving,11.172035640849897,6,3,1,0.5076916862443895,34.33783783783784,52299.10438163488,2905.5057989797156,1523.0750587331686
2238,l5kit,40.24201283848594,4,9,1,2.9372540291645897,56.23703703703704,495547.3908759459,27530.410604219218,8811.76208749377
2239,SMARTS,33.76132930513595,1,14,1,0.9345601446788583,38.20338983050848,107110.09658166848,5950.560921203804,2803.6804340365748
2240,SA-Det3D,15.210176991150442,0,9,1,0.3867267748951484,16.5,19142.975357309846,1063.4986309616581,1160.1803246854452
2241,birdnet2,6.607804044431786,3,8,1,1.4972351336833345,42.285714285714285,189934.97124440013,10551.942846911119,4491.705401050003
2242,DH3D,16.674606955693186,35,6,0,1.8985206834434252,80.1311475409836,456391.9229838424,25355.10683243569,5695.562050330275
2243,LiDARSimLib-and-Placement-Evaluation,23.660325749098597,16,12,1,3.7479049333488317,67.2043795620438,755626.8771096941,41979.27095053856,11243.714800046495
2244,HLSTrajForecast,36.17477328936521,11,10,1,2.008869664164434,46.630434782608695,281023.397584742,15612.41097693011,6026.608992493302
2245,MapTR,1.5342340279367987,0,7,1,3.1470549897731446,20.973837209302324,198017.4571326736,11000.969840704089,9441.164969319434
2246,openpilot,2.732919254658385,5,3,0,0.22747946363246413,17.52,11956.320608522316,664.2400338067953,682.4383908973924
2247,density_MP,20.32997309649606,62,11,1,13.219515241703933,167.6082474226804,6647099.344318222,369283.2969065679,39658.5457251118
2248,ANTI-CARLA,34.38606044105636,7,4,0,0.8568647653176523,39.06122448979592,100410.56086640734,5578.3644925781855,2570.594295952957
2249,YOLOER_V1,29.11059551430781,6,13,1,1.6753131801243917,61.14705882352941,307321.4207187009,17073.41226215005,5025.939540373175
2250,bark-ml,37.51902587519026,0,9,1,0.23442540145330276,19.17391304347826,13484.55678794433,749.142043774685,703.2762043599083
2251,Self-Driving-Car-in-GTAV,10.480349344978166,4,6,1,0.7794671918488787,13.387096774193548,31304.408188769485,1739.1337882649714,2338.401575546636
2252,RODNet,0.5701796065760715,20,6,1,3.6431359928334976,126.33333333333334,1380748.5412838957,76708.25229354977,10929.407978500492
2253,SelfDrivingCarController,3.1149646756583174,4,3,1,14.065493793768072,76.27358490566037,3218476.9053570237,178804.27251983466,42196.48138130421
2254,Autonomous-Vehicle-System,60.81956378056841,26,4,1,2.355363063485924,156.93506493506493,1108917.1659414507,61606.509218969484,7066.089190457772
2255,Autonomous-Vehicle-System,6.266318537859008,14,4,1,0.46950276626484616,39.61538461538461,55798.59799070671,3099.9221105948172,1408.5082987945384
2256,rh_ros,21.090534979423868,1,5,1,0.20166666666666666,19.5,11797.5,655.4166666666666,605.0
2257,RaspberryPi_SmartCar,14.708886618998978,3,3,1,0.3607418349776177,20.275862068965516,21943.05506553509,1219.0586147519493,1082.225504932853
2258,crgeo-learning,6.046803832260091,28,42,1,5.9282061672669855,102.58964143426294,1824517.6351449187,101362.09084138437,17784.618501800956
2259,nuplan-devkit,25.835627211954385,6,12,1,0.3382657420071839,24.64,25004.603649171037,1389.1446471761687,1014.7972260215518
2260,NEAT_competition,10.425257731958762,37,9,1,2.4546666666666668,70.8888888888889,522025.77777777787,29001.432098765436,7364.0
2261,vita_lane_control,34.877667881311815,0,4,1,0.47861017190053634,42.56,61108.94674826049,3394.9414860144716,1435.830515701609
2262,autonomous-cars-deep-learning-behavioural-cloning,40.19902800277713,11,5,0,1.140498460191909,33.08219178082192,113190.56635740248,6288.364797633471,3421.495380575727
2263,OpenPCDet,5.010765316108827,6,9,1,3.958660625444108,76.39285714285715,907240.1869098159,50402.23260610088,11875.981876332324
2264,RRPN,67.65375854214123,2,1,0,0.046324578867503845,11.0,1528.7111026276268,84.92839459042371,138.97373660251154
2265,MapTR,3.917111130541226,2,0,0,4.446395737506263,12.822175732217573,171037.40256386538,9502.077920214744,13339.18721251879
2266,locs,2.786112301757394,5,7,1,0.8933980113316825,32.898148148148145,88173.42039615188,4898.523355341771,2680.1940339950474
2267,SDCND_Behavioral_Cloning,33.83789998083924,13,4,0,0.8389734837150653,26.967741935483872,67875.66119862528,3770.8700665902934,2516.920451145196
2268,PaddleSeg,50.56497175141243,5,8,1,0.8538834268372899,28.086206896551722,71947.03977506614,3997.057765281452,2561.65028051187
2269,sccav_cbf,4.136134180100961,52,5,1,3.3910969158730473,138.54891304347825,1409498.3751579062,78305.46528655034,10173.290747619141
2270,SEE-VCN,16.685584562996596,2,2,1,0.11594522208456973,10.384615384615383,3612.13961109621,200.67442283867834,347.8356662537092
2271,SemDisc,8.162967289719626,88,22,1,14.265888698987375,152.3778337531486,6521415.649545658,362300.86941920326,42797.66609696212
2272,COLA,23.32145793368046,65,27,1,7.990141989929957,88.16501650165017,2113353.0011781077,117408.50006545043,23970.42596978987
2273,ANTI-CARLA,6.647265030756002,5,5,1,8.407532170423043,456.1363636363636,11504943.454117533,639163.5252287518,25222.59651126913
2274,monstereo,6.5577727711618925,30,12,1,6.5231466857716764,70.38683127572017,1377430.8754745526,76523.93752636404,19569.44005731503
2275,policydissect,84.54075032341527,2,1,0,0.03678716557125305,6.428571428571429,709.4667645884517,39.414820254913984,110.36149671375915
2276,RoboBEV,32.428065856285585,24,15,1,3.362466223884206,63.23741007194245,637900.9663584641,35438.942575470224,10087.398671652618
2277,PythonRobotics,10.931174089068826,3,3,1,0.03678716557125305,4.2,463.5182861977885,25.75101589987714,110.36149671375915
2278,WorldOnRails,10.818307905686547,13,3,0,0.5179510608138255,16.385416666666668,25460.531833129608,1414.4739907294227,1553.8531824414763
2279,MapTR,25.37313432835821,2,0,0,0.1356656757666757,3.1896551724137936,1298.1801732845695,72.12112073803164,406.9970273000271
2280,Mini-Self-Driving-Car,28.055783429040197,7,6,0,0.3856635063012728,16.52777777777778,19122.48218743811,1062.3601215243393,1156.9905189038184
2281,gta-car-ai,0.0,16,13,1,1.6129775367404833,50.20652173913044,242945.97528927043,13496.99862718169,4838.93261022145
2282,BFMC2020.Helga,23.66074664733599,45,12,1,4.733963757562392,98.29545454545455,1395981.3580539098,77554.51989188389,14201.891272687175
2283,SelfDrivingCarController,8.9759182680613,8,7,1,1.8003638833983704,69.78125,376894.9267151776,20938.607039732087,5401.0916501951115
2284,fatqat,0.0,5,5,1,0.30820177691378453,11.076923076923077,10241.782125134994,568.9878958408331,924.6053307413537
2285,nuplan-devkit,16.514126541981696,1,10,1,0.39891382023320154,18.439024390243905,22066.744982656128,1225.9302768142293,1196.7414606996047
2286,End-to-End-Self-Driving-Car,60.03490401396161,1,3,0,0.4933426955541043,16.46511627906977,24368.83454318413,1353.8241412880072,1480.028086662313
2287,openpilot,11.432475518105216,19,14,1,1.804431125362982,40.03846153846154,216739.93863494587,12041.107701941437,5413.2933760889455
2288,ROSE,13.925925925925926,12,6,0,0.8695407036693482,32.916666666666664,85867.14448734812,4770.3969159637845,2608.6221110080446
2289,ALLINONE-Det,14.800449117076656,23,4,1,3.5574312567877806,63.57615894039735,678503.4450032323,37694.635833512904,10672.293770363342
2290,ILLUME,19.3413877900139,16,26,1,6.043647404676449,124.28735632183908,2253446.8754057395,125191.49307809664,18130.942214029346
2291,pgdrive,0.0,11,15,1,1.2731000729841684,41.67058823529412,159152.4867709385,8841.804820607695,3819.300218952505
2292,CVPR2023-3D-Occupancy-Prediction,29.309215910951057,18,18,1,3.038668977907269,67.01550387596899,610913.7980001939,33939.65544445522,9116.006933721806
